age,position,games_played,games_started,minutes,rebounds,assists,steals,blocks,turnovers,fouls,points,trip_dbl,all_star
23,SG,67,7,1464,130,99,48,9,61,137,593,0,0
24,SG,74,29,2054,161,204,48,10,115,187,889,0,0
25,SG,61,59,2057,145,242,74,16,109,152,920,0,0
26,SG,76,15,2028,162,167,47,23,68,207,618,0,0
26,SG,29,2,683,71,58,18,10,36,72,210,0,0
26,SG,47,13,1345,91,109,29,13,32,135,408,0,0
27,SG,68,4,1594,175,113,49,10,50,129,596,0,0
28,SG,21,2,442,47,42,12,0,22,32,154,0,0
22,PG,16,0,88,6,5,1,0,3,6,35,0,0
23,PG,20,1,227,21,10,12,0,13,27,111,0,0
25,PG,29,0,276,22,20,10,1,8,18,119,0,0
25,PG,23,0,253,15,19,10,1,7,18,107,0,0
25,PG,6,0,23,7,1,0,0,1,0,12,0,0
24,SF,3,0,13,1,1,0,0,2,3,0,0,0
23,C,33,0,181,49,5,8,2,5,30,51,0,0
24,PF,54,18,969,261,30,36,13,36,133,283,0,0
23,SG,1,0,25,0,0,0,0,0,0,5,0,0
27,PG,78,5,1324,97,219,37,3,71,108,555,0,0
28,PG,72,42,1667,136,234,43,7,95,132,677,0,0
29,PG,72,10,1330,109,162,33,6,57,75,480,0,0
30,PG,51,0,470,41,54,10,2,23,35,205,0,0
30,PG,30,0,333,29,38,7,1,16,23,145,0,0
30,PG,21,0,137,12,16,3,1,7,12,60,0,0
31,PG,41,2,416,39,52,9,1,26,18,142,0,0
24,SG,31,1,328,48,30,11,4,20,42,93,0,0
25,SF,66,18,1303,219,77,81,10,74,141,422,0,0
26,"SF,SG",31,0,278,48,19,17,2,16,32,61,0,0
26,SG,21,0,241,42,17,13,1,16,28,51,0,0
26,SF,10,0,37,6,2,4,1,0,4,10,0,0
22,SG,41,6,681,71,65,28,9,34,85,188,0,0
23,SG,35,0,414,46,39,19,4,33,50,162,0,0
23,SG,16,0,143,13,10,7,1,15,21,54,0,0
23,SG,19,0,271,33,29,12,3,18,29,108,0,0
22,SF,1,0,13,5,0,1,0,0,2,2,0,0
23,SF,7,0,95,20,6,4,6,2,11,47,0,0
24,SF,15,1,161,19,5,5,0,4,11,50,0,0
25,SG,73,68,2166,232,102,35,19,70,193,983,0,0
26,SF,32,32,1073,127,49,16,7,44,78,422,0,0
23,SF,67,8,1112,184,32,48,25,39,67,471,0,0
24,SF,67,6,1201,198,59,50,32,43,66,498,0,0
25,SF,29,12,653,78,37,23,11,36,35,262,0,0
26,SF,64,18,1355,200,66,62,13,52,120,364,0,0
27,SF,51,4,1024,104,58,33,10,45,57,343,0,0
27,SF,6,0,72,11,2,6,0,3,7,6,0,0
21,"SF,SG",35,1,261,39,11,6,1,11,15,73,0,0
21,SG,25,0,108,14,3,3,0,3,5,29,0,0
21,SF,10,1,153,25,8,3,1,8,10,44,0,0
22,SF,45,4,508,68,26,17,9,18,21,171,0,0
23,SF,69,27,1427,246,47,41,20,37,63,419,0,0
24,SF,23,1,338,37,17,13,1,5,14,95,0,0
25,SF,47,18,610,71,21,14,8,18,45,198,0,0
26,SF,62,52,1786,270,96,54,16,55,100,727,0,0
26,SF,48,48,1516,226,85,45,14,50,82,619,0,0
26,SF,14,4,270,44,11,9,2,5,18,108,0,0
27,SF,23,2,369,45,20,4,3,11,23,121,0,0
21,SG,33,0,320,41,19,11,3,13,46,112,0,0
22,SG,63,6,979,129,87,28,17,49,112,319,0,0
22,SG,42,1,476,60,46,13,8,26,55,122,0,0
22,SG,21,5,503,69,41,15,9,23,57,197,0,0
23,SG,13,3,221,33,18,6,2,11,21,68,0,0
22,PG,9,0,49,5,7,0,1,3,2,13,0,0
20,C,66,19,1360,423,37,52,161,35,217,485,0,0
21,C,61,7,1412,428,36,52,119,37,194,590,0,0
22,C,27,27,778,226,14,32,41,22,78,228,0,0
21,PF,70,0,1056,315,46,41,26,88,124,333,0,0
21,PF,51,0,809,238,36,25,21,65,95,247,0,0
21,PF,19,0,247,77,10,16,5,23,29,86,0,0
22,PF,70,0,873,307,34,23,20,57,131,339,0,0
23,PF,54,4,798,303,33,32,20,59,104,308,0,0
23,PF,32,4,391,133,9,16,11,33,54,115,0,0
23,PF,22,0,407,170,24,16,9,26,50,193,0,0
24,PF,71,7,917,359,46,39,36,69,111,307,0,0
25,PF,48,1,560,223,31,26,9,46,76,241,0,0
21,PF,3,0,11,2,0,0,0,1,1,0,0,0
22,PF,26,10,531,136,41,18,16,29,70,219,0,0
21,PG,72,26,1544,167,147,59,1,114,201,670,0,0
22,PG,64,5,1356,152,90,50,6,72,160,645,0,0
23,PG,72,17,1883,222,212,60,1,103,186,913,0,0
24,PG,74,11,2209,290,301,95,6,139,206,1272,0,0
25,PG,56,2,1115,110,163,49,5,73,116,567,0,0
25,PG,30,2,733,72,112,27,5,53,66,397,0,0
25,PG,26,0,382,38,51,22,0,20,50,170,0,0
26,PG,59,11,1013,90,111,29,4,68,115,401,0,0
26,PG,55,11,983,89,105,29,4,66,107,388,0,0
26,PG,4,0,30,1,6,0,0,2,8,13,0,0
27,PG,51,9,1192,100,231,59,2,75,118,570,0,0
28,PG,82,23,2086,184,358,85,10,144,207,1074,0,0
29,PG,44,1,866,81,112,36,4,58,92,457,0,0
30,PG,42,1,591,50,97,20,3,30,76,238,0,0
30,PG,33,1,465,39,77,14,3,22,68,192,0,0
30,PG,9,0,126,11,20,6,0,8,8,46,0,0
31,PG,2,1,23,0,4,1,0,0,5,0,0,0
23,SF,49,2,372,78,15,10,8,17,42,90,0,0
24,SF,17,0,107,14,6,3,1,11,10,40,0,0
20,PG,67,1,862,91,218,35,2,77,72,247,0,0
21,PG,72,0,628,58,123,24,0,53,57,180,0,0
22,PG,80,13,1225,130,286,54,2,119,133,356,0,0
23,PG,66,8,1048,89,212,50,5,114,84,434,0,0
23,PG,39,0,517,50,121,29,3,59,46,234,0,0
23,PG,27,8,531,39,91,21,2,55,38,200,0,0
30,PG,68,30,1518,157,344,49,4,128,95,530,0,0
23,PF,82,50,1848,386,46,21,163,86,214,543,0,0
24,PF,15,0,106,17,2,3,8,5,18,20,0,0
24,PF,9,0,37,5,1,2,4,1,6,7,0,0
24,PF,6,0,69,12,1,1,4,4,12,13,0,0
26,PF,40,0,355,80,9,2,38,10,36,89,0,0
20,PG,78,25,1831,292,297,128,8,137,181,501,0,0
21,PG,77,77,2306,322,393,129,13,147,187,814,0,0
22,PG,80,80,2642,416,659,149,11,209,193,953,2,0
23,PG,81,81,2963,360,794,189,11,246,198,1110,2,1
24,PG,68,68,2527,297,760,153,11,234,120,721,3,1
25,PG,53,53,1957,257,620,95,3,193,99,630,6,1
26,PG,38,38,1423,212,420,70,9,148,96,522,5,1
27,PG,30,30,998,164,294,40,2,99,65,350,1,0
28,PG,68,68,2018,373,538,91,7,210,153,608,3,0
28,PG,22,22,699,165,237,37,3,75,42,182,3,0
28,PG,46,46,1319,208,301,54,4,135,111,426,0,0
29,PG,72,72,2537,435,839,141,10,278,175,859,6,0
30,PG,69,42,1843,355,461,99,11,169,144,538,1,0
31,PG,65,63,1705,263,533,70,10,151,119,537,2,0
32,PG,46,29,1369,243,367,57,7,127,100,424,1,0
33,PG,48,3,984,142,240,40,2,91,58,342,0,0
34,PG,16,2,239,36,57,10,1,21,16,54,0,0
20,PG,81,80,3000,317,512,66,18,202,125,1361,0,0
21,PG,78,78,2871,293,469,57,27,217,96,1619,0,1
22,PG,81,81,3026,330,623,85,51,278,136,2026,1,1
23,PG,39,39,1375,131,307,35,28,119,52,852,0,1
25,PG,10,10,311,32,43,5,1,34,15,159,0,0
26,PG,51,51,1530,161,251,36,16,161,63,904,0,0
27,PG,66,66,2097,225,311,44,14,175,84,1080,0,0
28,PG,64,64,2082,246,283,44,17,147,84,1154,0,0
29,PG,25,7,420,35,37,7,4,35,16,209,0,0
29,PG,16,7,308,29,26,3,4,28,14,157,0,0
29,PG,9,0,112,6,11,4,0,7,2,52,0,0
30,PG,51,13,1392,140,220,31,12,82,57,917,0,0
31,PG,50,15,1298,121,278,40,16,126,49,904,0,0
32,PG,23,1,518,51,96,25,8,42,25,307,0,0
32,PG,15,0,342,29,63,18,4,29,17,213,0,0
32,PG,8,1,176,22,33,7,4,13,8,94,0,0
23,SG,78,19,1659,210,109,51,22,54,165,397,0,0
24,SF,67,45,1515,170,79,51,16,47,155,317,0,0
25,SG,81,43,1700,190,86,70,32,33,179,424,0,0
26,SG,76,44,1505,172,88,43,33,29,132,311,0,0
27,SF,68,7,1164,126,47,32,14,36,114,265,0,0
28,"SF,SG",52,7,562,49,12,13,6,11,69,92,0,0
28,SF,27,7,301,27,7,7,4,3,34,54,0,0
28,SG,25,0,261,22,5,6,2,8,35,38,0,0
29,SF,36,4,353,30,10,3,6,7,40,57,0,0
22,PF,54,1,525,164,32,28,17,41,114,160,0,0
23,PF,53,0,429,90,19,21,7,44,79,158,0,0
24,PF,47,0,608,182,29,40,22,56,120,284,0,0
25,PF,74,3,1341,335,47,35,52,99,232,496,0,0
26,PF,57,9,1219,308,48,59,40,74,148,437,0,0
27,PF,82,1,1725,492,61,70,42,140,208,772,0,0
28,PF,79,13,1933,506,124,57,40,170,206,822,0,0
29,PF,67,13,1256,320,69,36,24,112,164,529,0,0
30,PF,76,5,1475,341,59,46,16,102,208,534,0,0
30,PF,50,1,862,227,41,31,9,56,124,317,0,0
30,PF,26,4,613,114,18,15,7,46,84,217,0,0
31,PF,72,35,1119,259,67,43,14,80,145,318,0,0
32,PF,65,2,810,175,65,26,9,65,120,192,0,0
33,PF,49,3,494,103,28,16,7,40,80,171,0,0
34,PF,38,0,470,96,36,10,3,36,72,130,0,0
34,PF,18,0,160,31,10,1,1,17,24,30,0,0
34,PF,20,0,310,65,26,9,2,19,48,100,0,0
21,SG,73,2,1239,144,53,43,14,48,122,467,0,0
22,SG,81,62,2159,252,79,64,27,88,183,879,0,0
23,SF,82,61,2092,226,86,53,25,69,136,807,0,0
24,SF,73,7,1747,185,56,54,25,46,120,720,0,0
25,SF,78,24,1955,206,88,87,33,68,143,858,0,0
25,SF,54,0,1207,138,45,53,20,33,82,559,0,0
25,SF,24,24,748,68,43,34,13,35,61,299,0,0
26,SG,24,20,600,73,38,27,11,29,45,209,0,0
27,SG,81,0,2150,280,135,72,29,90,119,1223,0,0
28,SG,69,0,1889,222,82,77,24,70,109,1016,0,0
29,SG,32,1,922,109,71,35,16,57,62,488,0,0
22,SG,57,55,2015,250,230,67,10,116,139,955,0,0
23,SG,74,74,2792,348,430,79,16,136,147,1416,1,1
24,SG,78,78,2903,370,400,88,22,152,127,1765,0,1
25,SG,65,65,2419,285,305,61,16,129,136,1398,0,1
26,SG,47,23,1310,121,129,37,12,55,76,573,0,0
28,SG,5,5,122,14,23,3,0,7,5,29,0,0
21,PG,39,0,311,63,37,6,1,19,23,72,0,0
22,PG,74,0,1263,227,131,46,11,47,69,410,0,0
23,PG,80,16,2068,376,232,80,19,80,123,900,1,0
24,PG,79,14,1791,307,231,68,21,68,101,708,0,0
25,PG,63,63,2164,276,259,61,10,141,126,1134,0,0
26,SG,29,29,974,116,89,38,12,55,58,593,0,0
25,PF,3,0,4,1,1,0,0,0,1,0,0,0
21,PG,41,31,1404,171,336,91,8,131,97,436,0,0
22,PG,57,47,1691,229,418,137,5,172,143,608,1,0
23,PG,82,82,2638,342,704,191,11,221,218,781,2,0
24,PG,22,22,692,125,193,38,1,64,59,226,1,0
25,PG,76,76,2323,326,658,162,10,193,201,766,0,0
26,PG,75,75,2469,305,682,128,10,195,202,836,1,0
27,PG,77,77,2254,351,410,121,11,207,206,1008,0,0
28,PG,68,67,1899,243,416,91,10,180,180,864,0,0
29,PG,65,65,2016,304,570,94,11,173,167,847,2,0
30,PG,31,16,788,99,200,36,0,61,71,240,0,0
28,SF,68,2,1047,47,53,16,5,47,79,323,0,0
29,SF,33,0,277,20,11,3,1,13,33,75,0,0
30,SF,45,0,314,25,20,12,1,9,31,82,0,0
27,PF,7,0,30,6,3,0,2,3,10,8,0,0
23,PF,71,6,975,250,44,26,26,59,170,159,0,0
24,PF,45,16,879,262,39,30,38,46,131,119,0,0
25,PF,15,0,169,51,5,5,8,11,23,16,0,0
27,PF,41,23,733,207,41,22,21,42,103,92,0,0
28,C,79,7,1262,332,64,43,41,44,193,111,0,0
29,C,76,4,1010,271,27,33,31,38,179,105,0,0
30,PF,30,0,271,62,6,6,8,12,43,17,0,0
31,C,46,2,632,186,24,31,19,19,93,91,0,0
32,PF,11,0,35,11,0,3,1,2,7,6,0,0
23,SG,75,19,1803,233,66,38,37,75,128,610,0,0
24,SG,82,64,2491,346,112,56,65,93,159,774,0,0
25,SG,67,21,1754,217,62,41,35,69,107,607,0,0
26,SF,65,1,1717,251,88,35,58,68,64,634,0,0
27,SF,2,0,25,1,2,0,0,3,5,14,0,0
28,SG,38,0,418,44,24,5,9,20,31,79,0,0
29,SG,33,0,271,41,12,5,12,11,27,30,0,0
30,SG,72,25,1055,181,57,20,23,33,57,305,0,0
31,SG,47,33,1030,99,45,22,23,28,42,197,0,0
22,PG,76,0,872,94,68,10,11,63,71,227,0,0
23,SG,72,15,1244,97,59,33,20,48,109,459,0,0
24,SG,48,22,968,89,68,20,7,47,74,402,0,0
24,SG,14,0,91,10,3,2,1,3,7,12,0,0
24,SG,34,22,877,79,65,18,6,44,67,390,0,0
25,SG,47,25,1111,103,50,38,13,65,79,474,0,0
27,SG,71,15,1504,168,89,42,19,62,108,588,0,0
28,SG,25,1,199,15,15,5,1,10,10,54,0,0
29,SG,7,0,58,6,4,2,3,3,8,9,0,0
19,PG,80,48,2259,274,266,93,13,196,142,1054,0,0
20,PG,63,60,1811,221,303,87,16,176,130,984,0,0
21,PG,48,35,1234,189,249,36,17,147,93,743,1,0
22,PG,81,81,2448,315,563,100,20,253,141,1712,0,1
23,PG,45,45,1452,177,285,48,13,147,86,1039,0,0
23,PG,33,33,1060,122,206,31,9,101,64,779,0,0
23,PG,12,12,392,55,79,17,4,46,22,260,0,0
24,PG,20,19,583,52,101,22,10,54,39,385,0,0
29,PG,28,0,357,26,58,18,1,33,29,84,0,0
20,PF,81,66,1632,288,82,39,32,83,200,479,0,0
21,C,74,19,1810,572,151,40,32,137,220,861,0,0
22,C,74,5,1838,690,212,48,30,160,239,1043,0,0
23,PF,62,62,2159,771,310,47,30,170,195,1147,4,1
24,PF,30,30,1094,352,170,31,20,104,107,645,3,0
31,C,73,21,1735,588,130,64,78,154,211,1058,0,0
32,C,69,68,1762,547,146,63,84,151,203,928,0,0
33,C,73,73,2333,729,218,65,80,190,267,1167,0,0
34,C,50,48,1349,393,119,34,63,85,147,606,0,0
35,C,66,61,1688,513,118,43,78,97,184,778,0,0
36,C,61,42,1299,331,91,40,62,85,137,616,0,0
38,C,78,1,1209,335,142,61,49,75,141,476,0,0
23,C,32,3,203,34,6,0,10,10,38,43,0,0
24,C,65,13,1089,254,51,24,47,44,134,350,0,0
25,C,67,18,1133,233,55,28,43,36,121,307,0,0
26,C,25,1,320,72,14,4,10,12,43,87,0,0
26,C,23,0,154,25,10,2,13,12,17,37,0,0
27,C,16,0,87,20,3,0,11,5,12,5,0,0
22,C,34,0,226,53,1,2,14,4,23,46,0,0
24,C,13,1,77,23,4,0,5,2,13,22,0,0
20,PF,3,1,48,10,6,0,2,2,6,16,0,0
21,PF,5,1,29,4,0,0,0,1,1,11,0,0
23,C,4,0,31,7,0,1,2,1,8,7,0,0
24,C,18,0,83,24,1,3,10,3,7,15,0,0
24,C,6,0,24,9,1,2,5,2,4,4,0,0
24,C,10,0,51,13,0,1,5,1,3,11,0,0
24,C,2,0,8,2,0,0,0,0,0,0,0,0
21,SG,14,2,214,16,10,8,3,12,19,71,0,0
23,PG,64,1,504,59,47,17,6,29,53,132,0,0
24,SG,77,24,1603,196,134,62,16,77,122,443,0,0
25,SG,58,8,993,121,114,40,13,51,92,236,0,0
26,SG,82,24,2059,220,223,73,13,125,178,619,0,0
27,SG,79,19,2135,264,254,73,27,119,177,671,1,0
28,SG,81,41,2517,349,208,93,31,170,171,1015,0,0
29,SF,79,74,2959,333,249,83,24,165,182,1446,0,0
29,SF,53,53,1980,221,196,58,9,122,122,970,0,0
29,SF,26,21,979,112,53,25,15,43,60,476,0,0
30,SG,81,56,2824,270,223,99,26,123,166,1245,0,0
30,SG,51,28,1695,174,125,65,22,70,101,649,0,0
30,SG,30,28,1129,96,98,34,4,53,65,596,0,0
31,SG,73,70,2554,266,252,72,28,137,157,1024,0,0
32,SF,46,32,1250,134,93,37,7,45,77,344,0,0
33,SF,76,72,2278,207,226,51,25,85,143,672,0,0
34,"SF,SG",78,8,1726,163,147,47,19,54,124,403,0,0
34,SF,18,8,445,46,44,12,8,14,32,105,0,0
34,SG,60,0,1281,117,103,35,11,40,92,298,0,0
35,SF,21,0,270,21,13,9,4,5,25,42,0,0
21,SF,74,32,1131,163,77,38,26,76,135,386,0,0
22,SF,73,40,1160,190,46,23,33,70,142,374,0,0
22,SF,47,18,691,129,30,11,16,51,91,240,0,0
22,SF,26,22,469,61,16,12,17,19,51,134,0,0
24,SF,22,6,344,78,9,8,22,8,48,103,0,0
25,SF,4,0,127,32,4,4,3,4,8,80,0,0
26,PF,34,12,471,88,21,16,12,15,64,156,0,0
27,PF,13,0,78,26,0,1,3,3,9,30,0,0
19,PF,5,0,8,2,1,1,0,0,0,0,0,0
20,C,10,2,130,52,7,2,4,6,16,29,0,0
21,PF,23,0,329,122,8,4,17,17,53,79,0,0
22,PF,12,0,39,18,5,0,4,0,5,10,0,0
23,C,22,3,125,48,5,2,7,10,17,24,0,0
22,PF,37,10,701,158,17,15,18,53,88,288,0,0
23,C,54,0,825,180,20,20,20,56,113,292,0,0
24,C,18,1,196,28,8,3,3,6,30,58,0,0
23,PG,29,0,150,15,41,11,1,6,21,20,0,0
23,PG,5,0,34,1,5,2,0,3,3,0,0,0
23,PG,24,0,116,14,36,9,1,3,18,20,0,0
25,PG,9,0,37,6,8,5,0,2,3,0,0,0
25,SG,16,0,113,23,3,5,0,8,20,41,0,0
22,C,60,12,872,178,16,22,72,38,117,260,0,0
23,PF,52,0,643,160,33,32,76,43,133,186,0,0
24,C,71,55,1937,672,83,53,201,87,233,696,1,0
25,C,23,20,584,165,19,18,40,26,74,178,0,0
26,C,27,26,586,166,23,26,39,28,104,196,0,0
28,C,5,0,13,4,0,1,1,2,5,4,0,0
24,C,54,2,581,102,11,17,21,47,101,170,0,0
25,C,3,0,24,7,2,0,1,2,4,8,0,0
27,C,54,28,708,132,24,19,21,32,98,217,0,0
28,C,11,0,105,19,1,3,4,4,28,22,0,0
23,SF,8,0,69,8,2,3,0,2,11,19,0,0
23,SF,6,0,62,7,1,2,0,2,11,17,0,0
23,SF,2,0,7,1,1,1,0,0,0,2,0,0
25,SF,6,0,39,7,2,2,0,2,4,11,0,0
22,PF,81,36,2129,513,182,57,30,183,162,1040,0,0
23,PF,78,73,2310,520,202,51,20,148,160,1141,0,0
24,PF,81,41,2023,457,127,45,9,97,182,858,0,0
24,PF,13,13,396,86,26,4,3,25,39,144,0,0
24,PF,68,28,1627,371,101,41,6,72,143,714,0,0
25,PF,66,51,1632,406,123,37,16,88,156,704,0,0
26,PF,14,0,247,57,16,13,2,17,26,148,0,0
22,SG,7,0,36,7,2,3,0,2,3,10,0,0
23,SG,75,4,1025,184,65,45,12,39,91,194,0,0
20,PG,36,4,560,52,108,31,1,53,43,189,0,0
21,PG,39,6,502,43,68,20,2,43,36,132,0,0
21,PG,22,6,420,35,53,18,2,36,30,123,0,0
21,PG,17,0,82,8,15,2,0,7,6,9,0,0
25,SG,57,3,719,83,92,26,6,38,60,154,0,0
26,SG,73,30,1643,233,286,52,15,83,131,524,0,0
27,PG,80,54,2164,279,399,82,13,120,172,709,1,0
28,SG,65,64,1878,254,354,80,7,130,135,644,0,0
29,SG,20,0,415,52,92,11,4,30,23,148,0,0
26,SG,27,0,256,25,22,14,1,21,33,83,0,0
27,SG,1,0,0,0,0,0,0,0,0,0,0,0
23,C,20,0,149,29,7,1,3,5,21,36,0,0
24,C,11,0,118,25,1,2,4,4,25,19,0,0
22,PF,33,2,368,47,15,8,4,7,50,99,0,0
23,PF,28,0,290,51,21,9,2,24,39,60,0,0
24,PF,59,7,724,141,46,16,18,46,77,180,0,0
25,PF,69,2,928,173,65,21,14,42,113,240,0,0
26,PF,54,14,1167,244,88,34,18,66,111,339,0,0
27,PF,71,1,938,114,51,21,19,50,127,205,0,0
28,PF,54,17,1027,105,59,23,18,44,130,216,0,0
29,PF,48,9,512,79,40,9,8,26,63,88,0,0
30,C,39,8,504,50,18,7,10,12,73,136,0,0
31,PF,52,3,472,48,27,9,4,17,59,78,0,0
32,PF,18,0,88,8,6,3,4,5,18,20,0,0
33,PF,28,0,122,21,15,5,6,9,9,32,0,0
20,PG,49,0,641,60,93,17,0,61,54,183,0,0
21,PG,77,10,1516,164,317,49,4,150,127,768,0,0
22,PG,80,6,1621,204,349,70,9,183,138,879,0,0
23,PG,79,78,2485,248,499,74,16,258,149,1414,0,0
24,PG,67,67,2078,208,417,72,6,183,147,1301,0,0
25,PG,79,14,2314,284,323,65,12,172,189,1224,0,0
26,PG,65,2,1999,236,262,45,14,166,146,1229,0,0
27,SG,29,29,902,105,125,27,6,65,77,413,0,0
25,PF,16,0,55,9,3,1,1,4,14,19,0,0
27,PF,82,39,2024,525,106,60,19,105,235,847,0,0
28,PF,82,82,2488,720,123,68,11,123,261,1044,0,0
29,PF,82,82,2671,705,169,63,26,163,246,1329,0,0
30,PF,74,74,2412,606,185,48,44,147,227,1352,0,0
31,PF,66,66,2067,428,140,35,24,153,214,1025,0,0
32,PF,82,67,2184,541,182,67,35,126,257,1048,0,0
33,PF,82,2,1399,391,81,26,16,108,164,626,0,0
34,PF,81,16,1659,526,105,47,18,94,192,763,0,0
35,PF,76,76,1636,360,66,46,27,68,178,664,0,0
36,PF,36,1,461,139,37,14,4,34,63,184,0,0
24,SF,8,0,32,6,3,2,0,2,5,1,0,0
24,C,16,0,50,16,0,0,3,0,6,20,0,0
25,C,41,0,188,59,8,6,8,10,45,44,0,0
28,C,27,1,144,50,4,5,6,11,23,43,0,0
29,C,21,10,252,103,8,3,6,15,49,82,0,0
22,SG,4,0,9,4,0,1,0,0,1,4,0,0
24,PF,40,1,376,110,12,4,2,21,32,183,0,0
25,PF,80,6,1482,284,75,30,7,79,121,767,0,0
26,PF,68,0,1123,199,75,25,3,39,83,529,0,0
27,PF,75,0,1146,206,78,25,17,42,102,464,0,0
28,PF,18,0,195,37,17,4,3,8,12,45,0,0
29,PF,76,1,1406,247,80,23,10,79,148,668,0,0
30,PF,79,3,1395,276,66,26,13,44,156,459,0,0
30,PF,52,0,748,174,44,17,8,27,88,248,0,0
30,PF,27,3,647,102,22,9,5,17,68,211,0,0
31,PF,68,11,1207,248,56,21,5,26,96,408,0,0
32,PF,14,3,235,38,2,3,2,7,16,54,0,0
20,PG,28,0,237,15,30,7,0,29,17,63,0,0
21,PG,10,0,59,5,4,2,0,7,7,20,0,0
22,SG,14,5,236,16,13,6,1,12,18,71,0,0
22,SG,3,3,47,5,1,2,0,3,6,16,0,0
22,SG,11,2,189,11,12,4,1,9,12,55,0,0
23,SG,35,9,692,56,66,18,5,54,59,325,0,0
24,SG,75,13,1439,180,109,33,13,79,131,514,0,0
24,SG,32,0,455,44,36,10,6,23,48,172,0,0
24,SG,43,13,984,136,73,23,7,56,83,342,0,0
22,SG,71,4,868,153,60,33,11,60,100,256,0,0
23,SG,69,22,1436,255,129,61,30,93,128,464,0,0
24,"SF,SG",66,36,1453,242,111,75,45,64,104,389,0,0
24,SF,43,14,735,123,65,35,19,37,50,194,0,0
24,SG,23,22,718,119,46,40,26,27,54,195,0,0
25,SG,82,82,2348,387,145,97,46,90,154,489,0,0
26,SG,79,79,2049,346,111,97,38,55,171,401,0,0
27,SG,42,42,914,128,47,37,17,40,78,203,0,0
28,SG,81,81,2229,317,125,103,44,64,177,613,0,0
29,SG,61,61,1584,220,94,79,17,55,90,383,0,0
30,SF,52,7,976,223,75,53,21,38,67,278,0,0
31,SF,75,11,1758,334,107,85,37,68,109,480,0,0
32,SF,62,42,1596,270,107,96,31,58,97,444,0,0
33,SF,38,6,806,161,33,52,12,30,59,312,0,0
34,SF,50,2,609,123,27,43,5,25,41,190,0,0
35,PF,41,0,436,93,25,24,12,15,43,92,0,0
20,C,28,3,169,45,0,3,12,11,33,53,0,0
21,C,13,0,62,16,1,0,7,0,9,30,0,0
22,C,6,0,29,14,0,1,3,4,2,20,0,0
22,C,5,0,23,9,0,1,2,3,2,17,0,0
22,C,1,0,6,5,0,0,1,1,0,3,0,0
21,PF,58,1,635,152,10,17,28,42,126,154,0,0
22,C,57,21,1176,280,33,19,76,66,133,453,0,0
23,C,79,8,1721,346,57,24,59,130,211,721,0,0
24,C,53,1,578,128,17,3,26,41,103,249,0,0
25,C,79,0,1235,288,59,10,59,98,197,520,0,0
26,C,48,0,526,126,47,8,36,43,67,187,0,0
27,PF,49,3,559,142,23,7,20,29,66,232,0,0
25,SF,9,0,142,20,8,3,2,2,18,58,0,0
26,SF,45,4,448,73,23,14,5,25,62,94,0,0
27,SF,57,2,583,92,19,19,20,23,66,200,0,0
28,SF,16,0,128,38,12,2,3,8,16,49,0,0
19,C,19,0,104,18,2,1,5,12,21,26,0,0
20,C,27,4,212,49,1,3,8,14,41,44,0,0
20,PG,82,72,2605,236,243,44,6,185,186,1371,0,0
21,PG,65,65,2143,204,192,65,7,158,142,1349,0,0
22,SG,28,28,998,69,117,28,4,75,81,648,0,0
26,PG,22,0,159,22,25,5,3,18,15,51,0,0
29,PG,3,0,11,0,4,0,0,2,2,1,0,0
21,SG,79,27,1802,134,117,37,10,45,155,722,0,0
21,SG,54,4,1108,78,59,24,8,26,106,449,0,0
21,SG,25,23,694,56,58,13,2,19,49,273,0,0
22,SG,53,30,1452,100,99,20,10,42,142,492,0,0
23,SG,30,0,571,52,35,14,4,24,36,230,0,0
21,PG,20,0,146,7,36,7,1,21,27,61,0,0
22,PF,8,0,20,3,0,0,2,0,3,8,0,0
23,C,9,0,14,3,0,0,0,2,2,2,0,0
21,PG,17,7,450,58,127,17,3,36,26,137,0,0
22,PG,79,39,2173,269,452,83,7,152,158,977,1,0
23,PG,82,1,1732,214,258,55,5,137,137,674,0,0
24,PG,81,38,2133,255,419,60,8,178,93,1075,0,0
25,PG,64,23,1707,214,354,44,3,141,100,721,0,0
25,PG,41,4,1006,127,212,27,1,82,63,430,0,0
25,PG,23,19,701,87,142,17,2,59,37,291,0,0
26,SG,61,0,1652,169,230,48,7,104,91,876,0,0
27,PG,83,19,2214,203,340,49,9,148,90,1021,0,0
27,PG,55,7,1305,117,206,33,6,93,50,578,0,0
27,PG,28,12,909,86,134,16,3,55,40,443,0,0
28,PG,64,10,1188,144,182,29,0,86,73,402,0,0
28,PG,36,7,642,69,96,13,0,51,45,196,0,0
28,PG,28,3,546,75,86,16,0,35,28,206,0,0
29,PG,82,5,1667,203,239,46,5,115,102,810,0,0
30,PG,50,1,811,73,129,27,3,46,43,312,0,0
31,PG,28,3,392,38,77,14,2,30,29,136,0,0
31,PG,13,3,167,18,27,7,1,15,14,48,0,0
31,PG,15,0,225,20,50,7,1,15,15,88,0,0
24,SG,4,0,28,7,1,0,1,3,4,11,0,0
24,SG,18,5,185,22,16,3,0,7,12,40,0,0
21,SF,19,0,93,23,3,3,1,11,11,30,0,0
22,SF,26,0,154,16,14,3,1,12,18,29,0,0
22,SF,17,0,137,14,12,2,1,11,16,25,0,0
22,SF,9,0,17,2,2,1,0,1,2,4,0,0
25,PF,2,0,5,1,0,0,0,0,0,0,0,0
26,PF,7,0,86,16,4,1,1,9,9,21,0,0
